column	7_2009
testVal	9321
testVal	12951
testVal	829
testVal	33
testVal	276
testVal	509
testVal	868
testVal	650
testVal	269
testVal	457
testVal	76701
testVal	20470
testVal	1421
testVal	2968
testVal	1072
testVal	236
testVal	733
testVal	3176
testVal	18
testVal	842
testVal	12687
testVal	1144
testVal	15015
testVal	54202
testVal	1098
testVal	4220
testVal	0
testVal	40
testVal	10019
testVal	47734
testVal	5158
testVal	131
testVal	963
testVal	386
testVal	6541
testVal	2728
testVal	400
testVal	30901
testVal	652
testVal	755
testVal	643
testVal	67
testVal	118807
testVal	5256
testVal	265
testVal	17744
testVal	8
testVal	4062
testVal	2824
testVal	25330
testVal	406
testVal	107
testVal	2277
testVal	3670
testVal	531
testVal	13137
testVal	301
testVal	3606
testVal	1415
testVal	1187
testVal	6767
testVal	6552
testVal	269
testVal	5710
testVal	233
testVal	129
testVal	118
testVal	959
testVal	113
testVal	1541
testVal	16002
testVal	299
testVal	59
testVal	303184
testVal	2357
testVal	236
testVal	638
testVal	7380
testVal	465
testVal	63
testVal	250
testVal	24234
testVal	33
testVal	112812
testVal	22912
testVal	31294
testVal	3511
testVal	45104
testVal	232
testVal	156
testVal	2320
testVal	36
testVal	83636
testVal	3705
testVal	929
testVal	11622
testVal	38528
testVal	984
testVal	190
testVal	173844
testVal	11945
testVal	83
testVal	14795
testVal	50572
testVal	476
testVal	297
testVal	808
testVal	20889
testVal	341
testVal	7598
testVal	98
testVal	16213
testVal	1299
testVal	3617
testVal	110598
testVal	143
testVal	2873
testVal	30686
testVal	42
testVal	72890
testVal	1005
testVal	575
testVal	562
testVal	60000
testVal	2406
testVal	7924
testVal	78106
testVal	14451
testVal	10553
testVal	989
testVal	731
testVal	176
testVal	319
testVal	206
testVal	2806
testVal	8935
testVal	692
testVal	73563
testVal	1544
testVal	35924
testVal	8984
testVal	116109
testVal	17600
testVal	1253
testVal	27140
testVal	329
testVal	1574
testVal	0
testVal	22654
testVal	4201
testVal	483
testVal	750
testVal	1679
testVal	0
testVal	5274
testVal	2281
testVal	414
testVal	471
testVal	39276
testVal	51
testVal	271
testVal	2641
testVal	408097
testVal	165
testVal	4014
testVal	430
testVal	63192
testVal	307
testVal	3029
testVal	1827
testVal	14140
testVal	834
testVal	34
testVal	1406
testVal	288
testVal	899
testVal	3382
testVal	288
testVal	16515
testVal	571
testVal	8817
testVal	7356
testVal	381398
testVal	63522
testVal	16027
testVal	1197
testVal	5097
testVal	114
testVal	722
testVal	113825
testVal	7788
testVal	19
testVal	6781
testVal	2656
testVal	5735
testVal	2984
testVal	465
testVal	1921
testVal	427
testVal	872
testVal	1125
testVal	139
testVal	5472
testVal	35
testVal	120270
testVal	654770
testVal	5786
testVal	8889
testVal	17980
testVal	57
testVal	3658
testVal	1928
testVal	31230
testVal	1854698
testVal	607
testVal	7356
testVal	198
testVal	303
testVal	234
testVal	9914
testVal	2494
testVal	21651
testVal	1368
testVal	8647
testVal	1135
testVal	1790
testVal	67178
testVal	24
testVal	13082
testVal	1078
testVal	44786
testVal	20196
testVal	9362
testVal	41304
testVal	5717
testVal	13186
testVal	218
testVal	78
testVal	48254
testVal	77
testVal	3448
testVal	5522
testVal	0
testVal	0
testVal	1067
testVal	994
testVal	5665
testVal	1390
testVal	1658
testVal	104748
testVal	91030
testVal	885
testVal	2590
testVal	3231
testVal	934
testVal	3210314
testVal	7243
testVal	4214
testVal	19658
testVal	1995
testVal	2490
testVal	11622
testVal	201
testVal	3111
testVal	10853
testVal	63
testVal	755
testVal	83007
testVal	1065
testVal	113
testVal	12968
testVal	107598
testVal	77772
testVal	513
testVal	14182
testVal	588
testVal	177452
testVal	9621
testVal	20692
testVal	7168
testVal	907
testVal	4255
testVal	979
testVal	65091
testVal	153
testVal	556
testVal	260
testVal	3284
testVal	86
testVal	449
testVal	176
testVal	779
testVal	2081
testVal	334136
testVal	967
testVal	349218
testVal	36802
testVal	713
testVal	1592
testVal	845
testVal	10339
testVal	7269
testVal	91
testVal	113
testVal	53512
testVal	444
testVal	15245
testVal	48
testVal	40351
testVal	171
testVal	97612
testVal	3241
testVal	500
testVal	1440
testVal	3156
testVal	2274
testVal	10403
testVal	839
testVal	3818
testVal	89797
testVal	10
testVal	9842
testVal	20928
testVal	2721
testVal	41
testVal	954
testVal	668
testVal	346948
testVal	1064
testVal	289
testVal	618
testVal	621
testVal	90
testVal	1882
testVal	644
testVal	1337
testVal	513
testVal	2651
testVal	4427
testVal	292
testVal	574
testVal	5
testVal	5895
testVal	7081
testVal	1592
testVal	12002
testVal	1615
testVal	178
testVal	247
testVal	3632
testVal	360
testVal	1487
testVal	8
testVal	45443
testVal	1602
testVal	175
testVal	5895
testVal	2971
testVal	45037
testVal	27418
testVal	26761
testVal	4095
testVal	30743
testVal	8226
testVal	627
testVal	12794
testVal	8237
testVal	41544
testVal	56313
testVal	49
testVal	10
testVal	4011
testVal	112145
testVal	146758
testVal	23150
testVal	1976
testVal	7637
testVal	932
testVal	1261
testVal	3616
testVal	100801
testVal	10098
testVal	1409
testVal	5713
testVal	2496
testVal	118110
testVal	127864
testVal	1016
testVal	186
testVal	7197
testVal	34357
testVal	166
testVal	47357
testVal	736
testVal	600474
testVal	15521
testVal	255
testVal	6905
testVal	20707
testVal	336
testVal	5404
testVal	1443
testVal	104834
testVal	3393
testVal	17603
testVal	24417
testVal	1417
testVal	679
testVal	25009
testVal	942
testVal	638
testVal	76999
testVal	25515
testVal	2261
testVal	10370
testVal	22377
testVal	48142
testVal	7238
testVal	8807
testVal	278
testVal	2185
testVal	45236
testVal	61363
testVal	1475
testVal	103
testVal	20247
testVal	993
testVal	103562
testVal	42838
testVal	24034
testVal	15698
testVal	20024
testVal	135329
testVal	3723
testVal	892
testVal	101568
testVal	15123
testVal	4454
testVal	1159
testVal	1160
testVal	7278
testVal	142647
testVal	130
testVal	596
testVal	19299
testVal	369
testVal	1223
testVal	7541
testVal	5934
testVal	710
testVal	976
testVal	2851
testVal	4472
testVal	63
testVal	0
testVal	2446
testVal	16672
testVal	1447
testVal	157
testVal	47531
testVal	58113
testVal	1065
testVal	63
testVal	15915
testVal	30747
testVal	623
testVal	1486
testVal	3346
testVal	84293
testVal	27995
testVal	696
testVal	86160
testVal	465
testVal	127134
testVal	1878
testVal	16200
testVal	2922
testVal	1884
testVal	2909
testVal	21537
testVal	30606
testVal	1342
testVal	1433
testVal	6949
testVal	3644
testVal	291
testVal	49864
testVal	23540
testVal	30724
testVal	19364
testVal	3393
testVal	12580
testVal	7313
testVal	2582
testVal	2430
testVal	2087
testVal	16963
testVal	751
testVal	7141
testVal	4245
testVal	1403
testVal	23700
testVal	60939
testVal	3200
testVal	25101
testVal	3816
testVal	0
testVal	0
testVal	3231
testVal	394467
testVal	3463
testVal	153
testVal	5819
testVal	30001
testVal	4648
testVal	259
testVal	549
testVal	147582
testVal	27585
testVal	894
testVal	812
testVal	54554
testVal	183
testVal	150
testVal	7615
testVal	10920
testVal	7582
testVal	31260
testVal	20987
testVal	657
testVal	25411
testVal	618
testVal	38
testVal	493
testVal	18306
testVal	120186
testVal	10633
testVal	10180
testVal	176
testVal	6440
testVal	21
testVal	48793
testVal	3349
testVal	6725
testVal	2987
testVal	328
testVal	1576
testVal	664
testVal	1580
testVal	2824
testVal	0
testVal	167836
testVal	193
testVal	7437
testVal	46967
testVal	186
testVal	31156
testVal	179
testVal	238
testVal	746
testVal	41714
testVal	3598
testVal	380
testVal	7349
testVal	451
testVal	2738
testVal	80374
testVal	4341
testVal	78038
testVal	8783
testVal	59070
testVal	24202
testVal	16
testVal	237
testVal	762
testVal	8440
testVal	238
testVal	7394
testVal	241
testVal	5273
testVal	28769
testVal	760
testVal	4388
testVal	7221
testVal	3240
testVal	22145
testVal	65267
testVal	86838
testVal	58
testVal	23147
testVal	1175
testVal	0
testVal	15677
testVal	391
testVal	2771
testVal	1004
testVal	690
testVal	629
testVal	212
testVal	219
testVal	439
testVal	92735
testVal	7370
testVal	1052
testVal	669
testVal	201874
testVal	5410
testVal	16741
testVal	7666
testVal	171844
testVal	493
testVal	8473
testVal	137
testVal	9581
testVal	1041
testVal	277453
testVal	13327
testVal	15999
testVal	76402
testVal	2140
testVal	30704
testVal	54620
testVal	1267
testVal	9747
testVal	679
testVal	7498
testVal	1976
testVal	11642
testVal	1096
testVal	3086
testVal	12413
testVal	95982
testVal	7775
testVal	2817
testVal	14491
testVal	43
testVal	10540
testVal	63821
testVal	11603
testVal	482
testVal	727
testVal	14424
testVal	3804
testVal	30499
testVal	26935
testVal	12346
testVal	3738
testVal	350
testVal	94859
testVal	159
testVal	16
testVal	1881
testVal	10222
testVal	0
testVal	27
testVal	0
testVal	96198
testVal	16853
testVal	6
testVal	6237
testVal	310
testVal	15722
testVal	3182
testVal	5112
testVal	34
testVal	26
testVal	307
testVal	7942
testVal	6495
testVal	2924
testVal	8031
testVal	5262
testVal	12150
testVal	74682
testVal	5828
testVal	1808
testVal	436
testVal	30905
testVal	384
testVal	36225
testVal	2659
testVal	10614
testVal	552
testVal	596
testVal	389792
testVal	3321
testVal	62398
testVal	53683
testVal	116235
testVal	114327
testVal	1144
testVal	60021
testVal	151969
testVal	5407
testVal	154
testVal	939
testVal	2798
testVal	9912
testVal	593
testVal	15862
testVal	598
testVal	630
testVal	6960
testVal	518
testVal	0
testVal	60062
testVal	9165
testVal	823
testVal	1394
testVal	0
testVal	176193
testVal	20423
testVal	2716
testVal	15010
testVal	107
testVal	7332
testVal	44
testVal	2615
testVal	324
testVal	107074
testVal	318
testVal	1872
testVal	45010
testVal	51671
testVal	153656
testVal	1169
testVal	54596
testVal	3658
testVal	19708
testVal	358
testVal	4721
testVal	51020
testVal	9864
testVal	3769
testVal	0
testVal	81438
testVal	6381
testVal	2480
testVal	0
testVal	8031
testVal	44626
testVal	4611
testVal	162
testVal	7
testVal	69773
testVal	1373
testVal	13375
testVal	16904
testVal	3468
testVal	193590
testVal	2428
testVal	352
testVal	1211
testVal	8686
testVal	160500
testVal	921
testVal	2618
testVal	3137
testVal	210
testVal	3210
testVal	383
testVal	365
testVal	7054
testVal	533
testVal	1432
testVal	5798
testVal	4359
testVal	15234
testVal	85
testVal	684
testVal	69735
testVal	157519
testVal	121
testVal	1060
testVal	204
testVal	140
testVal	5831
testVal	984
testVal	2399
testVal	21757
testVal	36064
testVal	1606
testVal	21566
testVal	61044
testVal	107208
testVal	973
testVal	7893
testVal	113092
testVal	79177
testVal	2243
testVal	1571
testVal	778
testVal	5487
testVal	2239
testVal	6402
testVal	15
testVal	2044
testVal	0
testVal	3152
testVal	15277
testVal	34484
testVal	293
testVal	5558
testVal	8580
testVal	82
testVal	16
testVal	11740
testVal	9630
testVal	0
testVal	2807
testVal	25080
testVal	12947
testVal	3450
testVal	2166
testVal	7705
testVal	1641
testVal	1068
testVal	53
testVal	1287
testVal	87854
testVal	386
testVal	2259
testVal	30439
testVal	0
testVal	596
testVal	1966
testVal	204034
testVal	4302
testVal	417
testVal	5573
testVal	285
testVal	11487
testVal	137
testVal	675
testVal	5424
testVal	3417
testVal	114
testVal	11840
testVal	103
testVal	4953
testVal	2961
testVal	3671
testVal	11486
testVal	443
testVal	758
testVal	492
testVal	5403
testVal	9947
testVal	2767
testVal	80967
testVal	35337
testVal	3477
testVal	629
testVal	524
testVal	10541
testVal	32
testVal	207
testVal	3268
testVal	202
testVal	71099
testVal	83
testVal	305
testVal	63211
testVal	890
testVal	963
testVal	63855
testVal	77
testVal	106084
testVal	1080
testVal	453
testVal	14799
testVal	13622
testVal	122324
testVal	4273
testVal	1547
testVal	15143
testVal	4136
testVal	15525
testVal	546
testVal	58822
testVal	31116
testVal	1280
testVal	6074
testVal	3915
testVal	9369
testVal	48970
testVal	270471
testVal	2102
testVal	734
testVal	21871
testVal	12770
testVal	152
testVal	3146
testVal	24740
testVal	165
testVal	469450
testVal	67316
testVal	1593
testVal	1042
testVal	55980
testVal	3136
testVal	2052
testVal	3016
testVal	7730
testVal	971
testVal	958
testVal	1083
testVal	1687
testVal	147
testVal	32579
testVal	4108
testVal	313
testVal	1314
testVal	2948
testVal	77879
testVal	3687
testVal	1574
testVal	48697
testVal	1219
testVal	80
testVal	43730
testVal	27002
testVal	34818
testVal	3303
testVal	982
testVal	343
testVal	63
testVal	13664
testVal	77700
testVal	6927
testVal	1514
testVal	195
testVal	0
testVal	1135
testVal	25888
testVal	2660
testVal	4286
testVal	40514
testVal	3993
testVal	26483
testVal	34
testVal	193
testVal	378
testVal	590
testVal	928
testVal	52445
testVal	494
testVal	309
testVal	29397
testVal	11038
testVal	266
testVal	302885
testVal	0
testVal	1207
testVal	393
testVal	42747
testVal	2137
testVal	27548
testVal	23487
testVal	92306
testVal	1767
testVal	1044
testVal	1180
testVal	2334
testVal	3144
testVal	146
testVal	1188
testVal	33078
testVal	31353
testVal	11378
testVal	20413
testVal	251
testVal	3762
testVal	33
testVal	2070
testVal	29890
testVal	102
testVal	103
testVal	33806
testVal	1254
testVal	875
testVal	6437
testVal	25364
testVal	27571
testVal	351
testVal	756
testVal	19951
testVal	78
testVal	52157
testVal	140219
testVal	109691
testVal	1573
testVal	22523
testVal	23708
testVal	637
testVal	1998
testVal	992
testVal	43299
testVal	2313
testVal	552
testVal	8964
testVal	0
testVal	89
testVal	185
testVal	36932
testVal	12396
testVal	66334
testVal	75931
testVal	530
testVal	505
testVal	0
testVal	26355
testVal	2888
testVal	12595
testVal	1107
testVal	8746
testVal	2357
testVal	11717
testVal	604
testVal	6916
testVal	27484
testVal	4575
testVal	182
testVal	4199
testVal	1480
testVal	0
testVal	5775
testVal	6288
testVal	218
testVal	4848
testVal	86
testVal	7760
testVal	1461
testVal	3676
testVal	211815
testVal	2379
testVal	328
testVal	42
testVal	7479
testVal	37080
testVal	591
testVal	720
testVal	216995
testVal	106028
testVal	1232
testVal	1340
testVal	0
testVal	54828
testVal	4924
testVal	706
testVal	7443
testVal	18709
testVal	57
testVal	35811
testVal	786
testVal	422
testVal	511
testVal	924
testVal	438
testVal	49095
testVal	3092
testVal	58799
testVal	624
testVal	2440
testVal	4024
testVal	6437
testVal	6923
testVal	152
testVal	76729
testVal	7989
testVal	8824
testVal	49
testVal	3318
testVal	178
testVal	6809
testVal	439
testVal	27108
testVal	837
testVal	19666
testVal	298
testVal	214
testVal	1108
testVal	7471
testVal	34467
testVal	1605
testVal	1221
testVal	29637
testVal	13500
testVal	71554
testVal	31318
testVal	477
testVal	3744
testVal	298
testVal	64838
testVal	547
testVal	67429
testVal	25545
testVal	13395
testVal	86685
testVal	2575
testVal	279
testVal	20304
testVal	7471
testVal	102
testVal	774
testVal	165
testVal	3928
testVal	30
testVal	865
testVal	330
testVal	174226
testVal	234962
testVal	888
testVal	22781
testVal	36
testVal	15915
testVal	10931
testVal	85
testVal	207226
testVal	236
testVal	13343
testVal	23537
testVal	977
testVal	6976
testVal	30418
testVal	10794
testVal	360
testVal	28343
testVal	1028
testVal	474
testVal	0
testVal	521
testVal	7017
testVal	13444
testVal	305
testVal	1553
testVal	22718
testVal	39283
testVal	6689
testVal	349
testVal	106268
testVal	103894
testVal	421
testVal	15886
testVal	12418
testVal	17647
testVal	38373
testVal	6989
testVal	22327
testVal	865
testVal	175841
testVal	27
testVal	63625
testVal	483681
testVal	955
testVal	72141
testVal	914
testVal	40322
testVal	54155
testVal	2800
testVal	264
testVal	1093
testVal	24076
testVal	34650
testVal	1031
testVal	5145
testVal	190
testVal	3062
testVal	13544
testVal	284
testVal	1298
testVal	4988
testVal	19730
testVal	7311
testVal	2041
testVal	3020
testVal	87931
testVal	1260
testVal	4472
testVal	2201
testVal	347
testVal	972
testVal	32461
testVal	253
testVal	34496
testVal	33532
testVal	2746
testVal	2315
testVal	26440
testVal	721
testVal	0
testVal	28639
testVal	123905
testVal	34089
testVal	446
testVal	144117
testVal	58
testVal	523
testVal	1637
testVal	1662
testVal	53
testVal	3897
testVal	4363
testVal	2514
testVal	1045
testVal	1265
testVal	9632
testVal	12128
testVal	3283
testVal	90595
testVal	185
testVal	1259
testVal	9481
testVal	170
testVal	2038
testVal	1080
testVal	45
testVal	348
testVal	387
testVal	77
testVal	96
testVal	80498
testVal	384
testVal	2540
testVal	2928
testVal	10778
testVal	6235
testVal	110040
testVal	177556
testVal	800
testVal	216
testVal	2920
testVal	504
testVal	1424
testVal	5570
testVal	85396
testVal	29639
testVal	432
testVal	16166
testVal	1555
testVal	574362
testVal	69
testVal	6601
testVal	11820
testVal	2650
testVal	2410
testVal	22237
testVal	7598
testVal	140392
testVal	5844
testVal	54471
testVal	3603761
testVal	2319
testVal	33627
testVal	62
testVal	3110
testVal	4278
testVal	25
testVal	126
testVal	255
testVal	7844
testVal	33934
testVal	591
testVal	7536
testVal	16527
testVal	5564
testVal	3663
testVal	1339
testVal	1494
testVal	1372
testVal	565
testVal	1776
testVal	24714
testVal	52856
testVal	95430
testVal	1219
testVal	977
testVal	176892
testVal	981
testVal	124
testVal	627
testVal	3548
testVal	246
testVal	2531
testVal	42
testVal	370
testVal	201
testVal	0
testVal	3561
testVal	47728
testVal	4217
testVal	4570
testVal	698021
testVal	6405
testVal	3832
testVal	75343
testVal	30199
testVal	6286
testVal	140560
testVal	1149
testVal	149
testVal	83015
testVal	223
testVal	11489
testVal	1652
testVal	11360
testVal	24196
testVal	452
testVal	279
testVal	155
testVal	152939
testVal	966
testVal	66411
testVal	48462
testVal	9184
testVal	2847
testVal	20143
testVal	31121
testVal	2077
testVal	54909
testVal	183
testVal	7383
testVal	4924
testVal	98736
testVal	14869
testVal	16706
testVal	34326
testVal	3448
testVal	1517
testVal	449
testVal	9691
testVal	17485
testVal	220
testVal	3456
testVal	1153
testVal	52
testVal	3710
testVal	1715
testVal	76524
testVal	46183
testVal	7229
testVal	10635
testVal	1009
testVal	19706
testVal	16614
testVal	964
testVal	2393
testVal	12877
testVal	0
testVal	67908
testVal	183
testVal	15597
testVal	170
testVal	55
testVal	352497
testVal	4222
testVal	755
testVal	878
testVal	2150
testVal	1711
testVal	49226
testVal	1156
testVal	19072
testVal	695
testVal	22260
testVal	443
testVal	36015
testVal	34987
testVal	4377
testVal	309378
testVal	320
testVal	92066
testVal	15751
testVal	4478
testVal	42777
testVal	10612
testVal	201
testVal	12815475
testVal	140
testVal	7558
testVal	3732
testVal	168
testVal	160
testVal	4127
testVal	287
testVal	3869
testVal	4193
testVal	402
testVal	1892
testVal	145
testVal	2348
testVal	218729
testVal	2005
testVal	13628
testVal	2284
testVal	2923
testVal	1557
testVal	209
testVal	59
testVal	2986
testVal	7460
testVal	14355
testVal	183
testVal	203054
testVal	4008
testVal	321908
testVal	293
testVal	2923
testVal	39122
testVal	231
testVal	15895
testVal	5367
testVal	62433
testVal	10190
testVal	2907
testVal	20402
testVal	185
testVal	9053
testVal	1338
testVal	1002
testVal	520
testVal	10129
testVal	148
testVal	156
testVal	178
testVal	154
testVal	55342
testVal	1921
testVal	15714
testVal	63184
testVal	788
testVal	0
testVal	7583
testVal	27582
testVal	425195
testVal	1328
testVal	5705
testVal	3283
testVal	0
testVal	11308
testVal	115
testVal	5160
testVal	15832
testVal	275
testVal	1137
testVal	1832
testVal	49064
testVal	2126
testVal	71
testVal	22479
testVal	557
testVal	50041
testVal	383
testVal	37061
testVal	295
testVal	4287
testVal	2466
testVal	18
testVal	21827
testVal	56665
testVal	234573
testVal	419
testVal	10693
testVal	64
testVal	11997
testVal	17630
testVal	3647
testVal	1179
testVal	14450
testVal	379
testVal	420
testVal	2329
testVal	901
testVal	996
testVal	14440
testVal	29765
testVal	1936
testVal	3044
testVal	131
testVal	3142
testVal	60777
testVal	419
testVal	24326
testVal	2721
testVal	3717
testVal	3605
testVal	8424
testVal	1108
testVal	901
testVal	782
testVal	3730
testVal	768
testVal	2084749
testVal	405
testVal	7441
testVal	5315
testVal	533
testVal	6519
testVal	93
testVal	47674
testVal	4334
testVal	7020
testVal	11758
testVal	1747
testVal	341
testVal	104
testVal	124
testVal	103
testVal	177
testVal	68229
testVal	1770
testVal	110790
testVal	8819
testVal	45655
testVal	4177
testVal	115330
testVal	830
testVal	5850
testVal	3098
testVal	346
testVal	49
testVal	115
testVal	233
testVal	2340
testVal	36367
testVal	1434
testVal	376
testVal	12228
testVal	663
testVal	3183
testVal	27586
testVal	2776
testVal	3024
testVal	10174
testVal	12425
testVal	2343
testVal	113
testVal	4931
testVal	5606
testVal	1821899
testVal	1417
testVal	98616
testVal	11
testVal	3578
testVal	2055
testVal	17550
testVal	34066
testVal	75
testVal	4363
testVal	62466
testVal	4100
testVal	26472
testVal	733
testVal	87032
testVal	849
testVal	73077
testVal	484
testVal	224
testVal	15228
testVal	1290
testVal	5389
testVal	657
testVal	11241
testVal	52932
testVal	8
testVal	1850
testVal	2275
testVal	2694
testVal	90553
testVal	404
testVal	228
testVal	77
testVal	15454
testVal	969
testVal	2291
testVal	42364
testVal	91564
testVal	2548
testVal	39087
testVal	5135
testVal	63
testVal	11223
testVal	22453
testVal	73
testVal	316
testVal	147
testVal	24477
testVal	626
testVal	60224
testVal	34412
testVal	8466
testVal	709
testVal	6695
testVal	254
testVal	3076
testVal	2383
testVal	202
testVal	1051
testVal	5152
testVal	272
testVal	2144
testVal	169
testVal	21180
testVal	12468
testVal	2040
testVal	4402
testVal	306
testVal	75169
testVal	11809
testVal	3955
testVal	2263
testVal	447
testVal	3799
testVal	543
testVal	199
testVal	1644
testVal	9874
testVal	1634
testVal	468
testVal	3333
testVal	518
testVal	326
testVal	208
testVal	1611
testVal	1456
testVal	908
testVal	504
testVal	553
testVal	1269
testVal	19072
testVal	688
testVal	157
testVal	21083
testVal	1236
testVal	329
testVal	1750
testVal	1995
testVal	21827
testVal	690
testVal	8930
testVal	1015
testVal	2925
testVal	428
testVal	8429
testVal	2250
testVal	263
testVal	969
testVal	2602
testVal	342
testVal	13979
testVal	4683
testVal	517
testVal	8644
testVal	38737
testVal	745
testVal	4030
testVal	6636
testVal	491
testVal	804
testVal	717
testVal	899
testVal	121
testVal	264
testVal	1338
testVal	4468
testVal	3208
testVal	287
testVal	223
testVal	11952
testVal	1877
testVal	215
testVal	590
testVal	1398
testVal	914
testVal	2274
testVal	610
testVal	6271
testVal	219
testVal	1336
testVal	13906
testVal	5418
testVal	178
testVal	1036
testVal	225
testVal	4668
testVal	4035
testVal	123
testVal	6536
testVal	2687
testVal	2054
testVal	1506
testVal	465
testVal	1306
testVal	2680
testVal	1464
testVal	744189
testVal	255908
testVal	723
testVal	4094
testVal	12612
testVal	12956
testVal	8244
testVal	603
testVal	5907
testVal	1423
testVal	762
testVal	917
testVal	418
testVal	68816
testVal	305
testVal	1467
testVal	1389
testVal	276
testVal	161
testVal	2386
testVal	209
testVal	23493
testVal	1936
testVal	501
testVal	1926
testVal	655
testVal	19114
testVal	2349
testVal	4905
testVal	734
testVal	48861
testVal	624
testVal	4176
testVal	2598
testVal	144
testVal	477
testVal	340
testVal	3742
testVal	6201
testVal	615
testVal	118
testVal	3435
testVal	580
testVal	988
testVal	871
testVal	129
testVal	184
testVal	136
testVal	577
testVal	2627
testVal	2153
testVal	29192
testVal	10683
testVal	208
testVal	10535
testVal	57
testVal	630
testVal	6486
testVal	2291
testVal	2567
testVal	9222
testVal	5149
testVal	255
testVal	5876
testVal	3760
testVal	386
testVal	100
testVal	1021
testVal	2335
testVal	1042
testVal	295
testVal	6646
testVal	332
testVal	2675
testVal	5092
testVal	4268
testVal	612
testVal	5122
testVal	52
testVal	1211
testVal	1713
testVal	368
testVal	8310
testVal	3900
testVal	2592
testVal	154204
testVal	8532
testVal	821
testVal	119
testVal	84920
testVal	225
testVal	6731
testVal	5038
testVal	16782
testVal	3867
testVal	473
testVal	1857
testVal	14022
testVal	459
testVal	8731
testVal	2770
testVal	641
testVal	826
testVal	510
testVal	281
testVal	311
testVal	766
testVal	2335
testVal	2871
testVal	1913
testVal	1714
testVal	316
testVal	1098
testVal	275
testVal	9652
testVal	387
testVal	114
testVal	980
testVal	99
testVal	989
testVal	20381
testVal	944
testVal	16313
testVal	9732
testVal	9115
testVal	181
testVal	194
testVal	215
testVal	17307
testVal	3746
testVal	2572
testVal	319
testVal	5295
testVal	267
testVal	3173
testVal	391
testVal	430
testVal	180
testVal	968
testVal	302
testVal	428
testVal	4347
testVal	44
testVal	9599
testVal	469
testVal	350
testVal	186
testVal	3425
testVal	2801
testVal	9
testVal	13432
testVal	404
testVal	581
testVal	20183
testVal	370
testVal	289
testVal	43
testVal	121
testVal	2396
testVal	104
testVal	283
testVal	1969
testVal	5839
testVal	10104
testVal	1157
testVal	56
testVal	1924
testVal	34
testVal	703
testVal	2353
testVal	6368
testVal	93
testVal	521
testVal	493
testVal	150
testVal	281
testVal	3915
testVal	888
testVal	2348
testVal	2312
testVal	3314
testVal	3713
testVal	35
testVal	1256
testVal	34291
testVal	545
testVal	5652
testVal	12031
testVal	2512
testVal	6748
testVal	3086
testVal	4202
testVal	2320
testVal	78112
testVal	2305
testVal	325
testVal	1008
testVal	2944
testVal	1913
testVal	49
testVal	1682
testVal	1603
testVal	840
testVal	690
testVal	168
testVal	89577
testVal	881
testVal	2740
testVal	813
testVal	781
testVal	1644
testVal	172
testVal	117
testVal	625
testVal	170
testVal	14576
testVal	175
testVal	717
testVal	598
testVal	768
testVal	1348
testVal	1253
testVal	286
testVal	3875
testVal	10118
testVal	764
testVal	3064
testVal	151
testVal	513
testVal	1847
testVal	708
testVal	3471
testVal	36219
testVal	18150
testVal	6029
testVal	1306
testVal	1376
testVal	1255
testVal	1005
testVal	20935
testVal	5827
testVal	47
testVal	15460
testVal	69065
testVal	61656
testVal	318084
testVal	1018
testVal	128
testVal	3220
testVal	88
testVal	592
testVal	2425
testVal	1568
testVal	161
testVal	739
testVal	30240
testVal	9190
testVal	358
testVal	1707
testVal	138
testVal	8784
testVal	78
testVal	9555
testVal	2336
testVal	78
testVal	204
testVal	346
testVal	43
testVal	1070
testVal	107
testVal	87
testVal	728
testVal	788
testVal	11678
testVal	35498
testVal	1021
testVal	416
testVal	198
testVal	175
testVal	9322
testVal	4395
testVal	1441
testVal	120
testVal	1413
testVal	37220
testVal	123
testVal	1211
testVal	757
testVal	810
testVal	2923
testVal	814
testVal	71
testVal	1248
testVal	75
testVal	1207
testVal	200
testVal	5432
testVal	204
testVal	33113
testVal	843
testVal	185
testVal	1230
testVal	813
testVal	1845
testVal	53
testVal	1882
testVal	36
testVal	415
testVal	715
testVal	1476
testVal	934
testVal	1685
testVal	14373
testVal	45
testVal	221
testVal	915
testVal	2362
testVal	1264
testVal	13011
testVal	55
testVal	8398
testVal	79
testVal	6154
testVal	1176
testVal	187
testVal	1928
testVal	49
testVal	213
testVal	25094
testVal	158
testVal	900
testVal	254
testVal	1395
testVal	540
testVal	1632
testVal	516
testVal	71620
testVal	550
testVal	505
testVal	627
testVal	3352
testVal	3916
testVal	1101
testVal	26386
testVal	1939
testVal	1957
testVal	5394
testVal	570
testVal	204
testVal	3554
testVal	4076
testVal	858
testVal	430
testVal	2761
testVal	1738
testVal	3210
testVal	855
testVal	1164
testVal	1379
testVal	237
testVal	7048
testVal	1329
testVal	346
testVal	255
testVal	23
testVal	142
testVal	7532
testVal	226
testVal	1501
testVal	208
testVal	464
testVal	6648
testVal	253
testVal	299
testVal	1798
testVal	2005
testVal	701
testVal	144
testVal	5794
testVal	1970
testVal	113
testVal	2029
testVal	554
testVal	599
testVal	1530
testVal	2280
testVal	2162
testVal	200
testVal	345
testVal	73
testVal	600
testVal	2842
testVal	1078
testVal	580
testVal	141
testVal	1952
testVal	1476
testVal	8727
testVal	3104
testVal	320
testVal	3716
testVal	3917
testVal	540
testVal	1670
testVal	174
testVal	102
testVal	2094
testVal	2606
testVal	303
testVal	423
testVal	33202
testVal	21732
