column	7_2009
testVal	223
testVal	29620
testVal	447
testVal	757
testVal	1766
testVal	2140
testVal	14429
testVal	483
testVal	259
testVal	1523
testVal	4179
testVal	4547
testVal	5553
testVal	3436
testVal	301
testVal	999
testVal	1070
testVal	840
testVal	929
testVal	4922
testVal	3780
testVal	8973
testVal	5503
testVal	3123
testVal	1899
testVal	541
testVal	1112
testVal	111
testVal	1090
testVal	1407
testVal	25056
testVal	266
testVal	1029123
testVal	3559
testVal	1292
testVal	12785
testVal	229
testVal	4585
testVal	1789
testVal	166
testVal	4828
testVal	5089
testVal	5034
testVal	13809
testVal	618
testVal	255
testVal	2412
testVal	1366
testVal	1259
testVal	2612
testVal	1642
testVal	28199
testVal	1018
testVal	365
testVal	69180
testVal	900
testVal	439
testVal	19848
testVal	9995
testVal	3442
testVal	9406
testVal	877
testVal	2695
testVal	2460
testVal	2871
testVal	1902
testVal	1100
testVal	1934
testVal	785
testVal	4481
testVal	5075
testVal	11613
testVal	262
testVal	3928
testVal	1616
testVal	625
testVal	638
testVal	346
testVal	560
testVal	126
testVal	960
testVal	365
testVal	2556
testVal	5160
testVal	684
testVal	17935
testVal	633
testVal	552
testVal	7722
testVal	583613
testVal	441
testVal	2682
testVal	847
testVal	1052
testVal	1951
testVal	12042
testVal	432
testVal	1766
testVal	164
testVal	1638
testVal	824
testVal	8828
testVal	6802
testVal	298
testVal	925
testVal	2557
testVal	829
testVal	2095
testVal	3134
testVal	997
testVal	752
testVal	1999
testVal	454
testVal	75
testVal	1771
testVal	1324
testVal	1883
testVal	7631
testVal	1127
testVal	2376
testVal	330
testVal	1837
testVal	926
testVal	5402
testVal	1052
testVal	1218
testVal	1030
testVal	228
testVal	2659
testVal	5782
testVal	1876
testVal	277
testVal	766
testVal	512
testVal	2912
testVal	1808
testVal	5078
testVal	2751
testVal	1611
testVal	144822
testVal	3818
testVal	139
testVal	142969
testVal	8549
testVal	3972
testVal	3740
testVal	10771
testVal	391
testVal	16791
testVal	9001
testVal	4618
testVal	1039
testVal	460
testVal	2404
testVal	107
testVal	3189
testVal	21173
testVal	675
testVal	458
testVal	247
testVal	10469
testVal	378
testVal	1298
testVal	8980
testVal	3583
testVal	8569
testVal	1346
testVal	20311
testVal	597
testVal	8768
testVal	107
testVal	267
testVal	12657
testVal	433
testVal	214
testVal	385
testVal	2091
testVal	852
testVal	1116
testVal	943
testVal	360
testVal	899
testVal	14429
testVal	2736
testVal	16
testVal	173
testVal	1912
testVal	94760
testVal	1561
testVal	243
testVal	252
testVal	2111
testVal	1097
testVal	11114
testVal	272
testVal	253
testVal	2291
testVal	314
testVal	5631
testVal	1361
testVal	11555
testVal	771
testVal	587
testVal	2475
testVal	1493
testVal	779
testVal	143
testVal	253
testVal	953
testVal	2905
testVal	9507
testVal	941
testVal	232
testVal	28984
testVal	1101
testVal	452
testVal	920
testVal	4319
testVal	1298
testVal	1060
testVal	68554
testVal	1464
testVal	357
testVal	3554
testVal	438
testVal	222
testVal	292
testVal	12559
testVal	117
testVal	1891
testVal	10655
testVal	485
testVal	4126
testVal	502
testVal	644
testVal	1897
testVal	82131
testVal	1203
testVal	3077
testVal	479
testVal	680
testVal	749
testVal	776
testVal	208
testVal	1000
testVal	642
testVal	13424
testVal	28964
testVal	156
testVal	135
testVal	242
testVal	9712
testVal	1627
testVal	1712
testVal	69
testVal	11771
testVal	1462
testVal	3990
testVal	563
testVal	17538
testVal	115
testVal	4581
testVal	430
testVal	2432
testVal	557
testVal	7732
testVal	5982
testVal	208
testVal	3432
testVal	20278
testVal	590
testVal	19466
testVal	1992
testVal	199
testVal	6772
testVal	165
testVal	249
testVal	6260
testVal	7109
testVal	2540
testVal	815
testVal	14414
testVal	501
testVal	7623
testVal	9293
testVal	14713
testVal	1366
testVal	1733
testVal	553
testVal	6715
testVal	24216
testVal	2771
testVal	7225
testVal	6385
testVal	326
testVal	222
testVal	430
testVal	115462
testVal	263
testVal	1170
testVal	16035
testVal	278
testVal	638
testVal	13292
testVal	2716
testVal	4721
testVal	903
testVal	173
testVal	2007
testVal	2695
testVal	563
testVal	67451
testVal	5239
testVal	31425
testVal	93882
testVal	3505
testVal	2633
testVal	1629
testVal	913
testVal	567
testVal	1453
testVal	2262
testVal	210
testVal	627
testVal	1531
testVal	248
testVal	841
testVal	1065
testVal	22907
testVal	386
testVal	2427
testVal	609
testVal	263
testVal	701
testVal	918
testVal	78
testVal	2092
testVal	28218
testVal	1481
testVal	573
testVal	1290
testVal	610
testVal	1109
testVal	20481
testVal	222
testVal	176
testVal	18881
testVal	3843
testVal	265746
testVal	6269
testVal	7864
testVal	269
testVal	844
testVal	336
testVal	1598
testVal	11229
testVal	885
testVal	12491
testVal	1811
testVal	803
testVal	558
testVal	921
testVal	7265
testVal	264
testVal	12434
testVal	5743
testVal	10416
testVal	103
testVal	7073
testVal	1780
testVal	10322
testVal	133
testVal	1167
testVal	337
testVal	5647
testVal	894
testVal	803
testVal	2087
testVal	1549
testVal	1414
testVal	979
testVal	5037
testVal	130
testVal	960
testVal	287432
testVal	3300
testVal	540
testVal	1465
testVal	1413
testVal	1464
testVal	324
testVal	2370
testVal	311
testVal	8123
testVal	6957
testVal	721
testVal	8519
testVal	4762
testVal	13617
testVal	702
testVal	7304
testVal	153633
testVal	262
testVal	1431
testVal	886
testVal	5692
testVal	244
testVal	1386
testVal	520
testVal	5705
testVal	1168
testVal	831
testVal	394
testVal	610
testVal	262
testVal	529
testVal	2866
testVal	999
testVal	3409
testVal	572
testVal	5227
testVal	520
testVal	672
testVal	297
testVal	159
testVal	251
testVal	160
testVal	151
testVal	233
testVal	501
testVal	13585
testVal	1929
testVal	601
testVal	2802
testVal	414
testVal	459
testVal	126
testVal	4015
testVal	374
testVal	1032
testVal	3063
testVal	666
testVal	10906
testVal	7650
testVal	9834
testVal	1131
testVal	161
testVal	1157
testVal	1054
testVal	513
testVal	4839
testVal	2816
testVal	2135
testVal	18
testVal	369
testVal	859
testVal	2225
testVal	30536
testVal	13088
testVal	287
testVal	8283
testVal	8996
testVal	1406
testVal	133
testVal	6609
testVal	9621
testVal	6441
testVal	2315
testVal	2554
testVal	13537
testVal	606
testVal	36
testVal	50
testVal	864
testVal	255
testVal	36
testVal	282
testVal	2635
testVal	85
testVal	6875
testVal	3087
testVal	540
testVal	331
testVal	396
testVal	13
testVal	397
testVal	44
testVal	70
testVal	0
testVal	0
testVal	54
testVal	698
testVal	20
testVal	2521
testVal	620
testVal	133
testVal	727
testVal	0
testVal	0
testVal	37
testVal	84
testVal	239
testVal	408
testVal	341
testVal	434
testVal	0
testVal	160
testVal	79
testVal	683
testVal	2831
testVal	279
testVal	908
testVal	1055
testVal	300
testVal	65
testVal	697
testVal	521
testVal	568
testVal	62
testVal	5092
testVal	389
testVal	0
testVal	57
testVal	834
testVal	177
testVal	220
testVal	2
testVal	361
testVal	0
testVal	2101
testVal	1208
testVal	13
testVal	946
testVal	504
testVal	629
testVal	63
testVal	183
testVal	202
testVal	7665
testVal	191
testVal	4708
testVal	1647
testVal	709
testVal	349
testVal	17203
testVal	4728
testVal	1076
testVal	9156
testVal	493
testVal	1113
testVal	2347
testVal	1014
testVal	338
testVal	62
testVal	753
testVal	1512
testVal	8
testVal	309
testVal	36
testVal	324
testVal	610
testVal	847
testVal	64732
testVal	3136
testVal	164
testVal	149
testVal	10
testVal	203
testVal	655
testVal	33
testVal	367
testVal	0
testVal	234
testVal	0
testVal	487
testVal	609
testVal	142
testVal	0
testVal	10
testVal	28
testVal	65
testVal	36
testVal	1639
testVal	57
testVal	472
testVal	749
testVal	39
testVal	0
testVal	3862
testVal	10151
testVal	584
testVal	83
testVal	513
testVal	384
testVal	22
testVal	686
testVal	85
testVal	208
testVal	263
testVal	0
testVal	2094
testVal	338
testVal	25
testVal	85
testVal	547
testVal	440
testVal	0
testVal	170
testVal	3987
testVal	1364
testVal	38
testVal	382
testVal	3440
testVal	242
testVal	540
testVal	1197
testVal	77
testVal	13
testVal	9
testVal	0
testVal	98
testVal	1837
testVal	10636
testVal	190
testVal	3025
testVal	413
testVal	250
testVal	43
testVal	131
testVal	14362
testVal	113
testVal	88
testVal	94
testVal	135
testVal	1276
testVal	222
testVal	121
testVal	202
testVal	25180
testVal	221
testVal	79
testVal	204
testVal	272
testVal	6
testVal	17
testVal	92
testVal	223
testVal	2036
testVal	119
testVal	762
testVal	57
testVal	83
testVal	9424
testVal	4524
testVal	0
testVal	22
testVal	157
testVal	12
testVal	40
testVal	83
testVal	108
testVal	0
testVal	11
testVal	569
testVal	1732
testVal	2057
testVal	10
testVal	1193
testVal	155
testVal	2187
testVal	0
testVal	0
testVal	118
testVal	1080
testVal	149
testVal	46
testVal	207
testVal	483
testVal	741
testVal	121
testVal	1042
testVal	54
testVal	0
testVal	205
testVal	391
testVal	360
testVal	19039
testVal	653
testVal	869
testVal	159
testVal	1
testVal	3871
testVal	13
testVal	2121
testVal	7304
testVal	530
testVal	107
testVal	8588
testVal	198
testVal	1098
testVal	3265
testVal	6040
testVal	66
testVal	1288
testVal	125
testVal	565
testVal	7571
testVal	231
testVal	158
testVal	5697
testVal	71
testVal	85
testVal	108
testVal	128
testVal	311
testVal	463
testVal	132
testVal	54
testVal	424
testVal	8
testVal	659
testVal	52
testVal	62
testVal	1889
testVal	176
testVal	588
testVal	5387
testVal	0
testVal	125
testVal	121
testVal	2195
testVal	661
testVal	1026
testVal	41
testVal	301
testVal	156
testVal	372
testVal	147
testVal	0
testVal	423
testVal	248
testVal	43
testVal	9
testVal	365
testVal	85
testVal	47
testVal	477
testVal	776
testVal	326
testVal	1060
testVal	0
testVal	309
testVal	823
testVal	437
testVal	276
testVal	496
testVal	167
testVal	10512
testVal	624
testVal	18
testVal	311
testVal	424
testVal	6694
testVal	96
testVal	244
testVal	7209
testVal	0
testVal	160
testVal	51
testVal	846
testVal	173
testVal	253421
testVal	2360
testVal	90
testVal	454
testVal	0
testVal	410
testVal	167
testVal	0
testVal	11
testVal	461
testVal	21
testVal	268
testVal	337
testVal	124
testVal	180
testVal	850
testVal	40
testVal	16
testVal	115
testVal	397
testVal	652
testVal	822
testVal	189
testVal	509
testVal	6155
testVal	125
testVal	273
testVal	0
testVal	25
testVal	95
testVal	90
testVal	852
testVal	111
testVal	165
testVal	133
testVal	228
testVal	694
testVal	201
testVal	245
testVal	46
testVal	266
testVal	4
testVal	559
testVal	67
testVal	231
testVal	452
testVal	0
testVal	5399
testVal	257
testVal	367
testVal	90
testVal	996
testVal	331
testVal	285
testVal	1517
testVal	34557
testVal	382
testVal	26615
testVal	512
testVal	293
testVal	14973
testVal	774
testVal	382
testVal	2062
testVal	359
testVal	638
testVal	3719
testVal	807
testVal	183
testVal	2659
testVal	445
testVal	611
testVal	177874
testVal	8746
testVal	24
testVal	4792
testVal	1526
testVal	5091
testVal	1550
testVal	726
testVal	2132
testVal	2409
testVal	3752
testVal	699
testVal	2904
testVal	2971
testVal	26461
testVal	13573
testVal	1895
testVal	4868
testVal	48806
testVal	192
testVal	10610
testVal	1635
testVal	366
testVal	350
testVal	1478
testVal	8150
testVal	15849
testVal	2727
testVal	23513
testVal	1698
testVal	117
testVal	250186
testVal	413
testVal	2458
testVal	392
testVal	1021
testVal	612
testVal	660
testVal	936
testVal	2841
testVal	2007
testVal	1290
testVal	76
testVal	281
testVal	295
testVal	56
testVal	787
testVal	921
testVal	9654
testVal	1762
testVal	1333
testVal	227
testVal	140
testVal	12684
testVal	22717
testVal	408
testVal	3690
testVal	4376
testVal	393
testVal	1268
testVal	2455
testVal	128385
testVal	13954
testVal	215
testVal	288
testVal	424
testVal	6669
testVal	540
testVal	2680
testVal	257
testVal	18775
testVal	617
testVal	943
testVal	56212
testVal	360
testVal	1638
testVal	1619
testVal	980
testVal	3331
testVal	155
testVal	1227
testVal	931
testVal	1015
testVal	58972
testVal	16135
testVal	2315
testVal	562
testVal	419
testVal	7
testVal	19686
testVal	1580
testVal	3942
testVal	55
testVal	3971
testVal	6917
testVal	1556
testVal	1161
testVal	943
testVal	572
testVal	302
testVal	38980
testVal	7696
testVal	4518
testVal	1199
testVal	736
testVal	853
testVal	3256
testVal	7
testVal	13098
testVal	3599
testVal	312
testVal	7666
testVal	44299
testVal	1657
testVal	1175
testVal	853
testVal	12890
testVal	140
testVal	790
testVal	3894
testVal	712
testVal	2349
testVal	574
testVal	4789
testVal	992
testVal	709
testVal	3683
testVal	4659
testVal	244
testVal	5255
testVal	638
testVal	33849
testVal	298
testVal	15635
testVal	652
testVal	2105
testVal	152
testVal	1487
testVal	183
testVal	209
testVal	9971
testVal	3844
testVal	1455
testVal	1314
testVal	2713
testVal	1315
testVal	1056
testVal	10227
testVal	3667
testVal	100
testVal	261
testVal	619
testVal	1201
testVal	4319
testVal	444
testVal	833
testVal	670
testVal	2690
testVal	2234
testVal	1332
testVal	376
testVal	13026
testVal	127374
testVal	3104
testVal	20158
testVal	1860
testVal	1923
testVal	400
testVal	603
testVal	2735
testVal	4161
testVal	3405
testVal	2124
testVal	293
testVal	70
testVal	872
testVal	1657
testVal	431
testVal	3501
testVal	760
testVal	762
testVal	322
testVal	7066
testVal	5472
testVal	468
testVal	1642
testVal	438
testVal	407575
testVal	1490
testVal	314
testVal	3125
testVal	623
testVal	87
testVal	781
testVal	1273
testVal	1048
testVal	276
testVal	17943
testVal	476
testVal	16519
testVal	23311
testVal	1612
testVal	275
testVal	267
testVal	1021
testVal	7589
testVal	29191
testVal	412
testVal	50451
testVal	571
testVal	903
testVal	25481
testVal	1775
testVal	3476
testVal	376
testVal	1433
testVal	215353
testVal	1478
testVal	2052
testVal	1005
testVal	176
testVal	165904
testVal	3458
testVal	1018336
testVal	112
testVal	2118
testVal	1742
testVal	294
testVal	3196
testVal	431
testVal	235
testVal	2883
testVal	1421
testVal	28858
testVal	1408
testVal	2705
testVal	148
testVal	2436
testVal	3239
testVal	3097
testVal	802
testVal	7294
testVal	4272
testVal	39076
testVal	3918
testVal	563
testVal	766
testVal	2784
testVal	133
testVal	3799
testVal	26657
testVal	2134
testVal	847
testVal	834
testVal	225
testVal	3745
testVal	165
testVal	604
testVal	3114
testVal	490
testVal	55
testVal	153
testVal	685
testVal	1271
testVal	120
testVal	291
testVal	2912
testVal	3770
testVal	1010
testVal	1329
testVal	1944
testVal	3703
testVal	3844
testVal	6490
testVal	21405
testVal	2678
testVal	171
testVal	87
testVal	3446
testVal	1022
testVal	980
testVal	1137
testVal	206
testVal	295
testVal	406
testVal	166
testVal	601
testVal	461
testVal	22950
testVal	2289
testVal	3442
testVal	102
testVal	4431
testVal	830
testVal	9004
testVal	14814
testVal	720
testVal	48125
testVal	13913
testVal	677
testVal	0
testVal	0
testVal	1927
testVal	111
testVal	3308
testVal	327
testVal	540
testVal	176
testVal	6684
testVal	328
testVal	531
testVal	865
testVal	21544
testVal	161
testVal	676
testVal	1615
testVal	17394
testVal	19164
testVal	1263
testVal	890
testVal	4617
testVal	245910
testVal	915
testVal	697
testVal	1307
testVal	421
testVal	639
testVal	1064
testVal	390
testVal	8060
testVal	573
testVal	3491
testVal	3007
testVal	224
testVal	108
testVal	5413
testVal	7608
testVal	5120
testVal	2181
testVal	322
testVal	823
testVal	454
testVal	139
testVal	25532
testVal	650
testVal	395
testVal	332
testVal	14029
testVal	7231
testVal	5753
testVal	436
testVal	2663
testVal	2247
testVal	1494
testVal	30482
testVal	9577
testVal	653
testVal	385
testVal	845
testVal	518
testVal	199
testVal	468
testVal	27517
testVal	8841
testVal	949
testVal	16900
testVal	1526
testVal	27906
testVal	4006
testVal	4587
testVal	1151
testVal	2383
testVal	12916
testVal	671
testVal	6270
testVal	981
testVal	130
testVal	562
testVal	309250
testVal	850
testVal	1023
testVal	4537
testVal	5158
testVal	16648
testVal	438
testVal	406
testVal	968
testVal	356
testVal	42269
testVal	421
testVal	4675
testVal	1307
testVal	3710
testVal	67
testVal	4031
testVal	20837
testVal	1632
testVal	416
testVal	117
testVal	1560
testVal	1262
testVal	1966
testVal	4287
testVal	3654
testVal	4602
testVal	1875
testVal	9488
testVal	2118
testVal	5180
testVal	505
testVal	824
testVal	1363
testVal	5268
testVal	2275
testVal	2949
testVal	15576
testVal	589
testVal	5487
testVal	32117
testVal	7625
testVal	3911
testVal	1904
testVal	578
testVal	3044
testVal	737
testVal	377
testVal	855
testVal	6904
testVal	3387
testVal	563
testVal	3426
testVal	1395
testVal	196
testVal	49372
testVal	4092
testVal	737
testVal	2626
testVal	626
testVal	2082
testVal	20420
testVal	3885
testVal	705
testVal	421
testVal	3496
testVal	109
testVal	1063
testVal	4592
testVal	432
testVal	893
testVal	244
testVal	522
testVal	77
testVal	828
testVal	3956
testVal	1332
testVal	441
testVal	1467362
testVal	5987
testVal	18393
testVal	1370
testVal	274
testVal	331
testVal	616
testVal	1118
testVal	4146
testVal	2890
testVal	19976
testVal	7449
testVal	965
testVal	12046
testVal	35065
testVal	737
testVal	577
testVal	1374
testVal	413
testVal	241
testVal	2488
testVal	3725
testVal	26962
testVal	2309
testVal	670
testVal	287
testVal	269
testVal	1960
testVal	2677
testVal	4886
testVal	2989
testVal	1744
testVal	1267
testVal	2120
testVal	108872
testVal	15647
testVal	1447
testVal	2450
testVal	385
testVal	499
testVal	258
testVal	10791
testVal	1819
testVal	560
testVal	796
testVal	268
testVal	9428
testVal	597
testVal	1609
testVal	12580
testVal	43
testVal	2515
testVal	5595
testVal	8368
testVal	191
testVal	1638
testVal	613
testVal	80
testVal	2132
testVal	4164
testVal	331
testVal	9119
testVal	1014
testVal	5416
testVal	875
testVal	258
testVal	1168
testVal	8233
testVal	5403
testVal	6705
testVal	121
testVal	324700
testVal	200
testVal	90
testVal	393
testVal	3003
testVal	4507
testVal	4218
testVal	13425
testVal	200
testVal	299
testVal	152
testVal	264
testVal	2784
testVal	3790
testVal	1974
testVal	1392
testVal	3065
testVal	4077
testVal	1086
testVal	959
testVal	1235
testVal	672
testVal	3698
testVal	201
testVal	420
testVal	1224
testVal	2342
testVal	3227
testVal	307
testVal	59862
testVal	507
testVal	4919
testVal	3790
testVal	5642
testVal	749
testVal	3959
testVal	432
testVal	69
testVal	13603
testVal	2021
testVal	132
testVal	939
testVal	9424
testVal	15147
testVal	1879
testVal	2377
testVal	3397
testVal	441
testVal	583
testVal	224
testVal	197
testVal	15728
testVal	1742
testVal	1734
testVal	2548
testVal	25
testVal	861
testVal	4167
testVal	416581
testVal	205
testVal	4934
testVal	7096
testVal	835
testVal	404
testVal	2983
testVal	2142
testVal	16408
testVal	404
testVal	781
testVal	221
testVal	435
testVal	896
testVal	2200
testVal	4698
testVal	943
testVal	391
testVal	349
testVal	1398
testVal	751
testVal	5143
testVal	7544
testVal	3467
testVal	3171
testVal	6489
testVal	5264
testVal	6314
testVal	26748
testVal	3108
testVal	2320
testVal	24386
testVal	1292
testVal	2472
testVal	15180
testVal	609
testVal	848
testVal	1002
testVal	3500
testVal	6579
testVal	507
testVal	473
testVal	408
testVal	447
testVal	246
testVal	4829
testVal	15111
testVal	4252
testVal	75
testVal	555
testVal	211
testVal	11518
testVal	4389
testVal	4202
testVal	109
testVal	332
testVal	6483
testVal	249
testVal	100
testVal	64
testVal	3615
testVal	50617
testVal	116
testVal	6628
testVal	612
testVal	376
testVal	89
testVal	4512
testVal	247
testVal	779
testVal	1171
testVal	110
testVal	4259
testVal	778
testVal	801
testVal	167
testVal	700
testVal	1519
testVal	726
testVal	29047
testVal	1282
testVal	1436
testVal	2476
testVal	2903
testVal	666
testVal	20334
testVal	486
testVal	180974
testVal	381
testVal	5882
testVal	1129
testVal	7483
testVal	211
testVal	840
testVal	4131
testVal	772
testVal	361
testVal	144
testVal	64732
testVal	1354
testVal	5200
testVal	572
testVal	335588
testVal	453
testVal	756
testVal	749
testVal	16138
testVal	10773
testVal	312
testVal	345
testVal	4869
testVal	1249
testVal	2035
testVal	20093
testVal	35223
testVal	2017
testVal	2463
testVal	44
testVal	1401
testVal	2910
testVal	1899
testVal	343
testVal	621
testVal	857
testVal	4934
testVal	2593
testVal	466
testVal	2158
testVal	2128
testVal	37820
testVal	11198
testVal	483
testVal	1738
testVal	7602
testVal	34
testVal	12
testVal	15
testVal	538
testVal	95
testVal	11
testVal	97457
testVal	4
testVal	44
testVal	1206
testVal	175
testVal	21935
testVal	45
testVal	20
testVal	97
testVal	14
testVal	32
testVal	68
testVal	230
testVal	162
testVal	605
testVal	2493
testVal	124
testVal	450
testVal	131
testVal	1360
testVal	49
testVal	180
testVal	32
testVal	505
testVal	120
testVal	935
testVal	32
testVal	27
testVal	891
testVal	122
testVal	610
testVal	1221
testVal	452
testVal	79
testVal	218
testVal	16
testVal	762
testVal	455
testVal	15
testVal	372
testVal	1372
testVal	88
testVal	59
testVal	18
testVal	20
testVal	1184
testVal	91
testVal	356
testVal	611
testVal	74
testVal	1310
testVal	21
testVal	43
testVal	2014
testVal	49884
testVal	378
testVal	27
testVal	17
testVal	156
testVal	229
testVal	902
testVal	156
testVal	37
testVal	41
testVal	11199
testVal	100
testVal	39
testVal	4637
testVal	194
testVal	351
testVal	104
testVal	340
testVal	255
testVal	115
testVal	52
testVal	353
testVal	307
testVal	170
testVal	232
testVal	847
testVal	87
testVal	48
testVal	356
testVal	269
testVal	1065
testVal	1592
testVal	1286
testVal	77
testVal	47
testVal	50
testVal	66159
testVal	203
testVal	748
testVal	39
testVal	625
testVal	575
testVal	44
testVal	15
testVal	128
testVal	331
testVal	13
testVal	179
testVal	723
testVal	85
testVal	919
testVal	288
testVal	353
testVal	257
testVal	60
testVal	1311
testVal	9
testVal	1034
testVal	0
testVal	274
testVal	1933
testVal	155
testVal	111
testVal	724
testVal	591
testVal	148
testVal	61
testVal	408
testVal	65
testVal	14
testVal	349
testVal	204820
testVal	15244
testVal	144
testVal	55
testVal	172
testVal	36
testVal	250
testVal	23
testVal	1659
testVal	96
testVal	2717
testVal	10
testVal	767
testVal	307
testVal	128
testVal	11
testVal	677
testVal	238
testVal	92
testVal	59
testVal	75
testVal	108
testVal	788
testVal	284
testVal	81
testVal	78
testVal	175
testVal	56
testVal	46
testVal	65
testVal	387
testVal	768
testVal	1234
testVal	1275
testVal	211
testVal	1505
testVal	216
testVal	287
testVal	197
testVal	498
testVal	1721
testVal	53
testVal	38
testVal	1283
testVal	780
testVal	82
testVal	1007
testVal	243
testVal	26
testVal	284
testVal	595
testVal	311
testVal	143
testVal	88
testVal	2372
testVal	176
testVal	215
testVal	92
testVal	12
testVal	6
testVal	1356
testVal	153
testVal	66
testVal	5789
testVal	1380
testVal	139
testVal	41
testVal	73
testVal	26301
testVal	636
testVal	6523
testVal	10
testVal	49
testVal	164
testVal	1010
testVal	29
testVal	256
testVal	100
testVal	22
testVal	60
testVal	55
testVal	45
testVal	31
testVal	2528
testVal	4
testVal	873
testVal	26
testVal	545
testVal	126
testVal	2073
testVal	2645
testVal	6549
testVal	28
testVal	1250
testVal	1725
testVal	55
testVal	32
testVal	554
testVal	28
testVal	86
testVal	116
testVal	100
testVal	70
testVal	20
testVal	758
testVal	308
testVal	77
testVal	36
testVal	26
testVal	119
testVal	35
testVal	29
testVal	377
testVal	33
testVal	156
testVal	97
testVal	716
testVal	24
testVal	144
testVal	110
testVal	639
testVal	67
testVal	808
testVal	156
testVal	51
testVal	1035
testVal	2654
testVal	28
testVal	776
testVal	104
testVal	474
testVal	580
testVal	257
testVal	412
testVal	631
testVal	192
testVal	82
testVal	1800
testVal	727
testVal	276
testVal	63
testVal	63
testVal	90
testVal	1144
testVal	206
testVal	25
testVal	9
testVal	199
testVal	4160
testVal	70
testVal	143
testVal	121
testVal	689
testVal	584
testVal	187
testVal	0
testVal	226
testVal	35708
testVal	60
testVal	15
testVal	114
testVal	202
testVal	373
testVal	552
testVal	103
testVal	120
testVal	462
testVal	75
testVal	52
testVal	9
testVal	315
testVal	77
testVal	22228
testVal	113
testVal	1499
testVal	26
testVal	20
testVal	196
testVal	25
testVal	514
testVal	22
testVal	85
testVal	27
testVal	199
testVal	123
testVal	160
testVal	39
testVal	69
testVal	334
testVal	931
testVal	75
testVal	1102
testVal	48
testVal	238
testVal	247
testVal	7
testVal	932
testVal	83
testVal	75
testVal	151
testVal	5
testVal	18
testVal	20
testVal	205
testVal	67
testVal	132
testVal	261
testVal	139
testVal	66
testVal	97
testVal	602
testVal	198
testVal	702
testVal	976
testVal	82
testVal	23
testVal	48
testVal	87
testVal	37
testVal	53
testVal	8
testVal	2255
testVal	37
testVal	92
testVal	61
testVal	903
testVal	938
testVal	257
testVal	60
testVal	152
testVal	73
testVal	242
testVal	26
testVal	43
testVal	143
testVal	20
testVal	128
testVal	120
testVal	163
testVal	289
testVal	51
testVal	2922
testVal	80
testVal	148
testVal	334
testVal	173
testVal	131
testVal	334
testVal	46
testVal	236
testVal	28
testVal	1375
testVal	425
testVal	90
testVal	192
testVal	121
testVal	81
testVal	299
testVal	170
testVal	3085
testVal	229
testVal	163
testVal	71
testVal	276
testVal	79
testVal	29
testVal	192
testVal	410
testVal	427
testVal	1613
testVal	430
testVal	61
testVal	7089
testVal	356
testVal	892
testVal	299
testVal	83
testVal	66
testVal	575
testVal	341
testVal	151
testVal	5324
testVal	20
testVal	51
testVal	323
testVal	989
testVal	63
testVal	1522
testVal	4475
testVal	114
testVal	230
testVal	312
testVal	165
testVal	27
testVal	202
testVal	173
testVal	1191
testVal	27016
testVal	1169
testVal	1520
testVal	908
testVal	1395
testVal	54
testVal	55
testVal	241
testVal	57
testVal	1878
testVal	434
testVal	158
testVal	459
testVal	135
testVal	166
testVal	7148
testVal	925
testVal	182
testVal	70
testVal	127
testVal	128
testVal	409
testVal	316
testVal	281
testVal	175
testVal	74
testVal	24
testVal	132
testVal	45
testVal	814
testVal	4238
testVal	477
testVal	58
testVal	19
testVal	361
testVal	32
testVal	74
testVal	1078
testVal	796
testVal	183
testVal	307
testVal	363
testVal	256
testVal	1660
testVal	109
testVal	144
testVal	919
testVal	2756
testVal	116
testVal	6843
testVal	533
testVal	1158
testVal	170
testVal	66
testVal	150
testVal	371
testVal	253
testVal	219
testVal	2797
testVal	1490
testVal	89
testVal	369
testVal	65
testVal	760
testVal	577
testVal	134
testVal	112
testVal	131
testVal	2080
testVal	291
testVal	65
testVal	296
testVal	79
testVal	7407
testVal	246
testVal	120
testVal	223
testVal	300
testVal	111
testVal	390
testVal	803
testVal	1061
testVal	102
testVal	2342
testVal	1516
testVal	448
testVal	3669
testVal	47
testVal	220
testVal	147
testVal	77
testVal	104
testVal	357
testVal	2221
testVal	33
testVal	70
testVal	6244
testVal	117
testVal	1985
testVal	24352
testVal	123
testVal	7333
testVal	1261
testVal	29
testVal	38
testVal	161
testVal	105
testVal	354
testVal	162
testVal	1603
testVal	86
testVal	786
testVal	146
testVal	68
testVal	11209
testVal	781
testVal	134
testVal	631
testVal	350
testVal	1120
testVal	291
testVal	1
testVal	119
testVal	64
testVal	953
testVal	48
testVal	225
testVal	155
testVal	6
testVal	156
testVal	257
testVal	270
testVal	412
testVal	136
testVal	71
testVal	0
testVal	475
testVal	3315
testVal	8158
testVal	1862
testVal	349
testVal	6
testVal	81
testVal	821
testVal	2940
testVal	253
testVal	891
testVal	186
testVal	153
testVal	293
testVal	114
testVal	175
testVal	1185
testVal	206
testVal	529
testVal	754
testVal	352
testVal	89
testVal	2808
testVal	44
testVal	91
testVal	552
testVal	885
testVal	290
testVal	117
testVal	158
testVal	796
testVal	531
testVal	698
testVal	717
testVal	167
testVal	648
testVal	3156
testVal	206
testVal	1890
testVal	3706
testVal	178
testVal	22
testVal	916
testVal	41
testVal	50
testVal	1083
testVal	289
testVal	192
testVal	25662
testVal	1384
testVal	2103
testVal	140
testVal	844
testVal	203
testVal	35
testVal	1545
testVal	363
testVal	78
testVal	806
